Customer Number,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance,Q1 Balance,Q2 Balance,Q3 Balance,Q4 Balance
1414,No,Air Miles,Letter,High,1,No,High,2,2,3,Yes,706.5,921,659,572,674
1415,No,Points,Letter,Medium,2,Yes,Low,2,1,2,Yes,1471.5,995,1427,2113,1351
1416,No,Cash Back,Letter,Medium,1,No,Low,4,1,3,No,172.5,249,58,226,157
1417,Yes,Points,Letter,High,2,No,Low,3,2,5,Yes,1140,1969,1366,778,447
1418,No,Points,Letter,Medium,2,No,Low,2,1,5,Yes,669.75,548,615,822,694
1419,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,263.25,400,32,400,221
1420,No,Air Miles,Letter,Low,1,No,High,1,1,2,Yes,232.25,173,387,311,58
1421,No,Cash Back,Postcard,Medium,1,No,High,4,2,2,No,1170.75,1977,1377,888,441
1422,No,Points,Postcard,Medium,1,No,Medium,3,1,4,No,1188.75,176,1406,2107,1066
1423,No,Air Miles,Postcard,Low,2,No,Medium,2,1,4,Yes,958.5,1543,1222,844,225
1424,No,Cash Back,Postcard,High,1,No,Medium,3,1,4,Yes,1347.5,285,1482,2064,1559
1425,Yes,Cash Back,Postcard,Medium,2,No,High,2,1,4,Yes,195.5,487,87,159,49
1426,No,Points,Postcard,Low,1,No,High,3,1,3,Yes,978,1681,1119,719,393
1427,No,Points,Letter,High,1,No,High,3,1,5,Yes,225.5,328,85,355,134
1428,No,Air Miles,Postcard,Medium,2,No,Medium,2,1,2,Yes,977,1564,1295,966,83
1429,No,Cash Back,Letter,High,1,No,Medium,1,3,4,Yes,1259.5,1697,1381,1315,645
1430,No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,327,171,341,484,312
1431,No,Cash Back,Letter,Medium,2,No,Low,2,1,3,Yes,640.75,533,662,541,827
1432,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,3,Yes,87.5,2,82,56,210
1433,No,Air Miles,Letter,Low,2,No,High,2,2,4,Yes,395.5,125,471,488,498
1434,No,Cash Back,Letter,Medium,1,No,High,3,1,4,Yes,1208.5,1140,1169,1121,1404
1435,No,Air Miles,Letter,Low,1,No,Medium,2,2,4,No,718,210,497,906,1259
1436,No,Points,Postcard,High,1,No,Low,1,1,5,Yes,270.75,165,365,389,164
1437,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1178.5,1793,1212,970,739
1438,Yes,Points,Postcard,Low,1,No,Medium,3,2,3,Yes,1058,1485,1335,1258,154
1439,No,Points,Postcard,Medium,1,No,High,3,2,2,No,1049.75,1477,1213,1058,451
1440,No,Air Miles,Postcard,Low,1,No,Medium,3,1,2,Yes,242,345,52,398,173
1441,No,Cash Back,Letter,Medium,1,No,Low,2,1,2,No,722.5,847,885,633,525
1442,No,Air Miles,Letter,High,1,No,Medium,2,1,5,Yes,1126.5,1817,1453,870,366
1443,No,Cash Back,Letter,High,2,No,Medium,3,1,3,No,934.75,1606,877,914,342
1444,No,Points,Postcard,Low,1,No,High,2,1,1,No,991.75,1751,1362,509,345
1445,No,Cash Back,Letter,Medium,1,No,Low,2,2,5,No,1159,411,658,1635,1932
1446,No,Cash Back,Postcard,Low,2,No,High,1,1,3,Yes,719,589,969,700,618
1447,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1182.75,2061,1061,711,898
1448,No,Points,Letter,Medium,1,Yes,Low,3,1,2,Yes,758.75,636,436,1053,910
1449,No,Points,Postcard,Medium,1,No,High,2,2,4,Yes,965.75,1314,1085,1049,415
1450,No,Air Miles,Letter,Medium,2,No,Medium,1,1,4,No,1211.5,525,929,1234,2158
1451,No,Air Miles,Letter,Medium,1,No,High,3,1,5,Yes,1522.5,1381,1404,2042,1263
1452,Yes,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,251.5,224,397,166,219
1453,No,Cash Back,Letter,High,1,No,Low,2,2,4,Yes,1655,1787,1567,1708,1558
1454,No,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,327.5,320,234,409,347
1455,No,Points,Letter,Medium,1,No,Medium,1,1,5,No,1163.25,454,1047,1758,1394
1456,No,Points,Letter,Low,1,No,Medium,2,1,4,Yes,1001.25,1448,1537,623,397
1457,No,Cash Back,Letter,Medium,1,No,Low,3,1,2,Yes,872.75,1236,1640,419,196
1458,No,Air Miles,Postcard,High,1,No,High,1,1,4,No,1013,1793,1120,839,300
1459,No,Points,Letter,Low,1,No,High,1,1,3,Yes,1139,953,1772,1418,413
1460,No,Points,Postcard,Medium,1,No,Low,1,2,4,Yes,1212.25,2147,1797,528,377
1461,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,282.25,182,286,209,452
1462,No,Cash Back,Letter,Medium,2,No,Low,1,1,1,Yes,1092.5,1730,1333,996,311
1463,No,Cash Back,Letter,Medium,2,No,Medium,2,1,5,Yes,269.25,314,281,54,428
1464,No,Cash Back,Postcard,Medium,2,Yes,High,2,1,5,No,1002.5,713,1614,1281,402
1465,No,Air Miles,Letter,Low,1,No,Low,1,1,4,Yes,1645.5,1787,1519,1742,1534
1466,No,Points,Letter,Low,2,No,High,3,1,4,Yes,856.75,860,745,976,846
1467,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,329.5,322,433,189,374
1468,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,Yes,789.75,783,894,651,831
1469,No,Cash Back,Postcard,Medium,2,No,High,3,2,5,No,1123,547,1438,1840,667
1470,No,Air Miles,Postcard,High,1,No,Low,1,1,5,No,979.5,1752,1175,868,123
1471,No,Points,Letter,Medium,1,Yes,Low,3,1,5,No,1102.25,1996,1211,711,491
1472,No,Air Miles,Letter,Medium,2,No,Medium,2,1,5,No,982.75,1899,1346,647,39
1473,No,Air Miles,Postcard,Medium,2,No,Low,2,1,5,Yes,1066.25,249,1165,1288,1563
1474,No,Air Miles,Postcard,Medium,1,No,High,2,1,2,No,934,44,480,1625,1587
1475,No,Air Miles,Letter,Low,1,No,Low,2,1,2,No,345.75,494,192,347,350
1476,No,Points,Letter,Medium,1,No,High,1,1,5,No,1299.5,447,1476,2144,1131
1477,No,Air Miles,Letter,Medium,2,Yes,High,1,1,3,Yes,1081,309,1655,1423,937
1478,No,Points,Letter,Low,2,No,Low,2,1,4,Yes,1898.25,1901,1940,1813,1939
1479,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,659.5,703,539,758,638
1480,No,Air Miles,Letter,High,1,No,Low,1,1,4,Yes,695,514,712,789,765
1481,No,Cash Back,Letter,Medium,2,Yes,Low,2,1,4,Yes,1200.25,935,977,1247,1642
1482,No,Points,Postcard,Medium,2,No,High,1,1,2,Yes,1174,235,1554,1695,1212
1483,No,Cash Back,Letter,High,1,No,High,1,2,3,Yes,1236.75,1998,1386,1337,226
1484,No,Cash Back,Letter,High,1,Yes,Low,3,1,4,No,378.25,257,465,462,329
1485,No,Points,Letter,Low,2,No,Low,3,1,2,Yes,143,165,228,85,94
1486,No,Cash Back,Letter,High,1,Yes,Medium,2,1,4,Yes,309.75,447,419,153,220
1487,No,Points,Postcard,Medium,1,No,Medium,2,1,4,No,813.75,456,959,1036,804
1488,No,Points,Postcard,Low,1,No,High,1,1,2,No,933.5,637,416,1298,1383
1489,No,Cash Back,Letter,High,1,No,Low,1,1,3,No,157,295,119,200,14
1490,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,Yes,1072.75,1392,1576,1142,181
1491,No,Air Miles,Postcard,Medium,2,No,Medium,3,1,5,No,1157.75,137,1709,1389,1396
1492,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,383.75,465,236,465,369
1493,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,1141.5,250,1451,2196,669
1494,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,3,No,1081.25,473,1241,827,1784
1495,No,Points,Postcard,Medium,1,No,Medium,3,2,4,No,1102.25,700,842,1041,1826
1496,Yes,Air Miles,Postcard,Medium,1,No,Medium,3,1,2,Yes,209,161,294,225,156
1497,No,Cash Back,Letter,Medium,1,No,High,4,1,2,No,944.5,427,702,962,1687
1498,No,Cash Back,Postcard,High,2,No,Medium,2,1,3,No,1119,1422,1431,992,631
1499,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,Yes,1125.25,609,1307,1305,1280
1500,No,Points,Letter,Medium,1,Yes,Low,3,1,2,Yes,1256,972,937,2014,1101
1501,No,Cash Back,Letter,High,2,No,Low,4,1,4,Yes,957.75,1750,1313,565,203
1502,No,Air Miles,Postcard,High,1,No,Medium,1,1,1,Yes,811.5,879,561,911,895
1503,No,Points,Postcard,High,1,No,Medium,2,1,5,Yes,226.25,20,388,308,189
1504,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1131.5,2038,1281,1096,111
1505,No,Air Miles,Postcard,Low,1,Yes,Medium,2,1,5,Yes,923.5,563,1140,1223,768
1506,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,948.25,2,1136,1297,1358
1507,No,Cash Back,Postcard,Low,1,No,High,3,1,3,No,931.5,498,434,1193,1601
1508,No,Air Miles,Letter,High,1,No,Low,1,1,4,No,1200.75,1845,1471,698,789
1509,No,Points,Letter,Medium,1,No,Medium,1,1,5,Yes,1003.5,1908,1082,905,119
1510,No,Cash Back,Postcard,Medium,1,No,Low,1,2,3,No,257.75,343,467,46,175
1511,No,Points,Postcard,Low,1,No,Low,3,2,5,Yes,1018.5,760,769,1687,858
1512,No,Points,Postcard,Medium,1,No,Medium,1,2,3,Yes,1441.25,864,1513,2022,1366
1513,No,Points,Postcard,Low,2,No,Medium,1,1,4,No,1009.5,921,817,1693,607
1514,No,Points,Letter,Medium,1,No,Medium,2,1,2,No,858.25,668,989,997,779
1515,No,Cash Back,Postcard,Low,1,No,Low,3,1,4,Yes,1191.5,1815,1759,489,703
1516,No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,198.25,115,161,189,328
1517,No,Points,Postcard,Medium,1,No,Low,2,1,1,No,1004.5,4,1256,1817,941
1518,No,Air Miles,Letter,High,1,No,Medium,1,1,4,No,128,146,264,35,67
1519,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,4,No,1376.25,419,1684,1894,1508
1520,No,Cash Back,Postcard,High,1,No,Low,3,1,4,Yes,1312,1655,1752,971,870
1521,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1114.25,945,1103,2007,402
1522,No,Cash Back,Postcard,Low,2,No,High,1,1,1,Yes,907.25,1602,1203,677,147
1523,No,Air Miles,Postcard,Medium,1,No,Medium,3,2,1,Yes,1260,730,603,1829,1878
1524,No,Air Miles,Postcard,High,2,No,Medium,3,3,3,Yes,1451.5,683,1896,1622,1605
1525,No,Cash Back,Letter,Low,2,No,Low,1,3,6,Yes,755.5,530,735,883,874
1526,No,Points,Postcard,Low,3,No,Medium,3,1,6,No,98,13,15,357,7
1527,No,Air Miles,Postcard,Medium,1,No,Medium,1,3,2,No,1059,2177,1023,644,392
1528,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,835.25,1650,1068,561,62
1529,Yes,Air Miles,Letter,Medium,1,Yes,High,1,1,2,Yes,947,80,1017,1805,886
1530,No,Points,Letter,Medium,1,No,Low,2,1,3,No,1234.5,299,1501,1827,1311
1531,No,Points,Letter,Medium,1,No,High,1,1,3,No,1081.75,374,927,2199,827
1532,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,No,1142.25,1025,780,1127,1637
1533,No,Cash Back,Letter,Medium,2,No,Low,2,1,4,No,904.25,1501,1209,675,232
1534,No,Points,Letter,High,1,No,Low,2,1,4,Yes,1176.25,745,1306,1591,1063
1535,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,No,960.25,1551,906,485,899
1536,No,Points,Postcard,High,1,No,High,3,1,2,Yes,1345.75,934,1143,1514,1792
1537,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,4,Yes,965.5,1811,1187,773,91
1538,No,Air Miles,Letter,Medium,1,No,High,1,1,5,No,959.5,716,443,2173,506
1539,No,Points,Postcard,Medium,1,No,Medium,2,1,3,No,1040,526,668,1038,1928
1540,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,951.75,1507,1479,505,316
1541,No,Cash Back,Letter,Medium,1,No,High,3,1,4,No,1080.5,68,1223,1575,1456
1542,No,Air Miles,Postcard,High,1,No,High,2,1,4,No,348.5,385,283,402,324
1543,No,Points,Postcard,Medium,1,No,High,1,2,5,No,1077.25,324,1233,1464,1288
1544,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,No,933.75,338,1020,1712,665
1545,No,Air Miles,Postcard,Low,2,No,Low,1,1,4,Yes,1096.5,577,553,1633,1623
1546,No,Cash Back,Letter,Medium,1,Yes,High,2,1,4,No,968.75,92,1042,2050,691
1547,Yes,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,1399,951,645,2219,1781
1548,No,Points,Letter,Low,1,No,Low,3,1,4,No,1169.5,956,1318,1621,783
1549,No,Air Miles,Letter,Low,1,No,High,3,1,1,Yes,185,117,199,64,360
1550,No,Air Miles,Letter,Low,1,No,Medium,2,1,5,No,1251.5,424,1375,1217,1990
1551,No,Cash Back,Postcard,High,2,No,High,3,1,3,No,1092.25,1473,793,1507,596
1552,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1184,289,1325,1474,1648
1553,No,Cash Back,Postcard,Medium,2,No,High,2,2,4,No,1052.25,1955,1354,714,186
1554,No,Air Miles,Postcard,High,1,No,High,2,2,4,Yes,915,1686,1007,602,365
1555,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,No,708.25,315,758,1264,496
1556,No,Air Miles,Letter,Medium,2,No,Low,3,2,6,Yes,1216.5,630,917,1958,1361
1557,No,Cash Back,Letter,Medium,1,No,High,3,1,2,Yes,1096.5,1951,1350,659,426
1558,No,Points,Letter,High,1,No,Low,3,1,3,Yes,1037.25,622,1583,1536,408
1559,No,Points,Letter,Low,2,No,Medium,2,1,5,No,947.75,1883,1146,742,20
1560,No,Air Miles,Postcard,High,1,No,Medium,2,1,1,Yes,136.5,163,208,97,78
1561,No,Points,Postcard,Medium,1,No,Medium,4,1,4,Yes,981.5,218,1147,929,1632
1562,No,Points,Letter,High,1,Yes,High,2,1,4,No,688.25,637,681,618,817
1563,No,Points,Postcard,Medium,2,Yes,Medium,2,1,2,No,176,264,165,80,195
1564,No,Points,Postcard,Medium,1,No,Low,1,1,5,Yes,756,774,976,744,530
1565,No,Points,Letter,Medium,2,Yes,Medium,3,1,4,No,1022.5,1869,1417,745,59
1566,No,Points,Postcard,High,1,Yes,Medium,2,2,3,Yes,987.75,1861,1223,607,260
1567,No,Air Miles,Letter,Low,1,No,High,2,1,5,No,718,747,502,954,669
1568,No,Air Miles,Letter,Medium,1,No,High,2,2,5,Yes,899,1711,1089,513,283
1569,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,1187.5,2103,1111,536,1000
1570,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,Yes,967.5,1840,1172,725,133
1571,Yes,Air Miles,Letter,Low,1,Yes,Low,2,2,3,No,727.5,922,639,688,661
1572,No,Points,Letter,Medium,2,No,High,2,1,4,No,1112.5,578,1324,1481,1067
1573,No,Points,Postcard,Low,1,No,High,1,2,1,Yes,771.75,322,414,1015,1336
1574,No,Air Miles,Postcard,High,1,No,High,1,1,1,Yes,1731.75,1736,1801,1761,1629
1575,No,Air Miles,Postcard,Medium,1,No,High,1,2,4,No,993.5,183,468,1326,1997
1576,No,Points,Letter,Medium,1,No,Low,1,2,1,No,1621.5,986,1771,2271,1458
1577,No,Points,Letter,Medium,2,No,Low,3,1,3,Yes,281.25,242,455,277,151
1578,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,981.25,1629,1252,644,400
1579,No,Points,Postcard,Medium,2,No,Low,1,1,4,Yes,123.75,190,150,80,75
1580,No,Cash Back,Postcard,Medium,1,No,Medium,3,1,3,Yes,237.5,101,447,98,304
1581,No,Cash Back,Letter,Medium,1,Yes,Medium,2,3,5,Yes,1256.25,873,528,1509,2115
1582,No,Cash Back,Postcard,High,1,No,High,2,1,2,No,944,718,1525,903,630
1583,No,Cash Back,Letter,Medium,1,No,High,1,1,2,No,964.75,1763,1241,626,229
1584,No,Points,Postcard,Medium,1,No,High,1,2,4,Yes,1226.75,981,1343,900,1683
1585,No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,No,865,890,775,902,893
1586,Yes,Air Miles,Postcard,Low,1,Yes,High,2,1,3,Yes,923.75,308,876,1254,1257
1587,No,Air Miles,Postcard,High,1,No,Medium,1,2,2,No,231.25,32,387,334,172
1588,No,Points,Postcard,Medium,1,No,High,3,2,3,Yes,236,80,310,489,65
1589,No,Air Miles,Letter,Low,2,No,Low,3,2,2,Yes,1125.5,761,1717,1227,797
1590,No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,949.75,1525,867,951,456
1591,No,Air Miles,Postcard,High,1,No,Medium,2,1,5,No,698,706,972,510,604
1592,No,Cash Back,Letter,Medium,1,No,High,1,2,5,No,1387.5,1446,1721,1430,953
1593,No,Points,Postcard,Medium,2,Yes,High,3,1,3,No,949.5,852,1086,1447,413
1594,No,Points,Postcard,Medium,1,Yes,High,3,1,4,Yes,1077.25,425,1228,1681,975
1595,Yes,Points,Letter,High,1,No,High,2,1,4,Yes,930.5,145,581,1738,1258
1596,No,Air Miles,Letter,Low,1,No,Low,2,1,2,Yes,951,1510,1130,815,349
1597,No,Air Miles,Letter,High,1,Yes,High,2,1,2,Yes,941.25,853,629,1317,966
1598,No,Cash Back,Postcard,High,1,No,Medium,1,1,2,No,1127,875,1044,1136,1453
1599,No,Points,Letter,High,2,No,Medium,4,1,2,Yes,968.25,1765,1283,732,93
1600,No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,984.75,1941,1077,758,163
1601,No,Cash Back,Letter,Medium,1,Yes,Medium,1,1,4,No,938.5,583,919,1368,884
1602,No,Points,Letter,Medium,1,No,Medium,2,1,4,No,678,669,727,810,506
1603,No,Points,Letter,Low,1,No,High,3,1,4,Yes,772.25,660,877,618,934
1604,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,1327.75,1314,1850,1095,1052
1605,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,No,1610.25,1205,1720,1730,1786
1606,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,1169.75,765,1674,1469,771
1607,No,Cash Back,Letter,Medium,1,No,High,2,1,4,No,192.75,272,150,92,257
1608,No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,833.25,177,634,889,1633
1609,No,Cash Back,Letter,High,1,No,Low,1,1,6,No,959,159,1744,1255,678
1610,No,Air Miles,Postcard,Low,1,No,Medium,2,1,3,Yes,1743.5,1646,1740,1932,1656
1611,No,Points,Letter,Medium,1,No,Low,3,1,4,Yes,793.75,651,921,678,925
1612,No,Air Miles,Postcard,Medium,1,No,Low,3,1,3,No,970,455,1739,863,823
1613,No,Cash Back,Postcard,High,2,No,Low,1,1,2,Yes,1089.25,698,1569,1431,659
1614,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,3,Yes,588,533,517,665,637
1615,No,Air Miles,Postcard,High,1,No,High,3,1,4,No,928,289,552,1616,1255
1616,No,Points,Postcard,High,1,No,High,2,2,3,Yes,693.75,637,704,727,707
1617,No,Air Miles,Letter,High,1,No,High,1,2,3,Yes,1249,347,1560,1898,1191
1618,No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,327,146,302,440,420
1619,Yes,Air Miles,Postcard,Low,1,No,High,1,1,5,Yes,876,537,1483,915,569
1620,No,Points,Postcard,Medium,2,No,High,2,2,6,No,1361.75,609,1556,1698,1584
1621,No,Points,Postcard,High,1,Yes,Medium,3,1,2,Yes,987,475,1608,1456,409
1622,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,1722.75,1892,1814,1529,1656
1623,No,Cash Back,Letter,Medium,2,No,High,2,1,4,Yes,1127,2181,983,1105,239
1624,No,Points,Letter,Low,1,No,Medium,1,1,3,No,137.5,81,221,9,239
1625,No,Air Miles,Letter,Medium,1,No,Medium,1,1,5,Yes,671.75,748,719,519,701
1626,No,Air Miles,Postcard,Low,2,No,Medium,1,1,4,No,1201.5,1290,1722,1186,608
1627,No,Points,Postcard,High,1,No,Low,1,1,4,Yes,370,468,409,275,328
1628,No,Air Miles,Letter,High,1,No,High,3,3,4,No,766,676,863,923,602
1629,No,Cash Back,Letter,Low,2,No,Low,2,1,4,Yes,1223,384,503,2175,1830
1630,No,Points,Postcard,Medium,1,Yes,Medium,3,1,4,Yes,1084.5,506,809,1122,1901
1631,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,No,210.5,231,284,31,296
1632,No,Points,Postcard,Low,2,No,High,2,2,4,Yes,1411.5,1321,964,1473,1888
1633,No,Cash Back,Letter,Medium,2,No,Medium,1,2,3,Yes,1154.5,552,979,1795,1292
1634,No,Cash Back,Postcard,High,2,No,Low,2,1,3,Yes,940,1549,1361,523,327
1635,No,Points,Postcard,Low,1,No,High,1,2,3,Yes,1633,1849,1547,1520,1616
1636,No,Points,Postcard,Medium,1,Yes,High,1,1,3,Yes,197.25,361,102,83,243
1637,No,Air Miles,Letter,Medium,3,No,Low,3,1,5,No,918.5,118,1139,1497,920
1638,No,Cash Back,Letter,High,2,No,Medium,4,1,3,Yes,269,283,459,14,320
1639,No,Cash Back,Letter,Low,1,Yes,Medium,2,1,4,No,1415.5,1967,1528,1260,907
1640,No,Points,Postcard,High,1,No,High,2,1,4,No,228,240,429,86,157
1641,No,Points,Letter,High,2,No,Low,2,1,4,Yes,1294.75,1317,1088,2267,507
1642,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,Yes,762.5,156,437,1256,1201
1643,No,Air Miles,Postcard,High,1,Yes,Low,1,1,3,Yes,804,943,722,746,805
1644,No,Air Miles,Postcard,Medium,2,No,Low,2,1,5,Yes,1279.75,1457,1678,1214,770
1645,No,Points,Postcard,Medium,2,No,Medium,1,1,3,No,321.25,447,238,483,117
1646,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,1202.5,310,1541,1865,1094
1647,No,Points,Postcard,Low,1,No,Low,1,1,3,Yes,755.25,577,683,775,986
1648,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,794.75,985,838,678,678
1649,No,Points,Postcard,Medium,1,Yes,Medium,4,1,3,No,1071,1321,1452,779,732
1650,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,3,No,1053.25,2072,1424,437,280
1651,No,Points,Letter,Low,1,No,Low,1,1,1,Yes,1061.75,361,1587,1358,941
1652,No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,Yes,891.25,1633,1268,579,85
1653,No,Cash Back,Letter,Medium,2,No,High,2,1,5,No,1120,160,1291,1695,1334
1654,No,Air Miles,Letter,Medium,1,No,Medium,2,2,4,Yes,1043.75,619,863,1631,1062
1655,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,1196.25,4,1428,1914,1439
1656,No,Air Miles,Postcard,Low,2,No,Low,2,1,4,No,1261.75,746,1385,1256,1660
1657,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,No,336,169,323,354,498
1658,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,3,Yes,1570.5,745,1857,2053,1627
1659,Yes,Points,Letter,Medium,1,No,Low,1,1,1,No,1420.75,1127,1576,1798,1182
1660,No,Points,Postcard,High,1,No,Low,2,1,2,Yes,254.75,277,310,338,94
1661,No,Points,Postcard,Low,1,Yes,High,1,1,4,No,982.75,149,765,854,2163
1662,No,Cash Back,Letter,Medium,1,No,High,3,1,4,No,200.75,248,202,247,106
1663,No,Air Miles,Letter,Medium,1,No,High,1,1,2,No,1254,732,1755,2008,521
1664,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,No,986,1518,1279,975,172
1665,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,755.5,675,841,817,689
1666,No,Points,Postcard,Medium,1,No,High,3,1,3,Yes,1100.75,876,474,1666,1387
1667,No,Air Miles,Postcard,Low,1,No,High,2,1,3,No,1052.5,946,655,1332,1277
1668,No,Cash Back,Postcard,Medium,1,Yes,Low,3,2,3,Yes,1078,234,1311,1910,857
1669,No,Air Miles,Postcard,High,2,No,High,1,1,3,No,999,76,1127,1436,1357
1670,No,Air Miles,Letter,Low,2,No,Medium,1,1,5,Yes,853.25,1504,940,458,511
1671,No,Air Miles,Postcard,Low,1,Yes,Low,1,1,3,No,748.5,796,859,743,596
1672,No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,993.25,550,907,1488,1028
1673,No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,1024.75,1998,1443,552,106
1674,No,Air Miles,Postcard,High,1,No,Low,2,1,4,Yes,762.5,975,738,736,601
1675,No,Points,Letter,High,1,No,Low,1,2,3,Yes,822.25,913,516,882,978
1676,No,Air Miles,Letter,Low,1,No,Medium,2,1,5,Yes,938.75,634,474,1973,674
1677,No,Air Miles,Letter,High,1,No,High,1,1,3,No,803,11,1205,937,1059
1678,No,Points,Letter,Medium,1,No,High,2,1,3,No,921.25,1699,1140,811,35
1679,No,Air Miles,Postcard,Low,1,No,Low,3,1,3,No,994.5,1803,1207,715,253
1680,No,Air Miles,Postcard,Low,1,No,Low,1,1,4,Yes,953,1364,1614,421,413
1681,No,Air Miles,Letter,High,2,No,Medium,2,1,3,No,1145,497,1728,1541,814
1682,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,No,948.75,1530,1361,500,404
1683,Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,5,Yes,1066.5,719,451,1603,1493
1684,No,Air Miles,Postcard,High,3,No,Low,2,1,2,No,270.5,475,467,114,26
1685,No,Cash Back,Letter,High,1,No,High,1,1,4,Yes,806.25,1227,1009,530,459
1686,No,Cash Back,Postcard,Medium,2,No,Low,3,1,2,Yes,176.25,461,93,109,42
1687,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,1040.25,1980,1187,872,122
1688,No,Air Miles,Postcard,High,1,No,Medium,1,2,4,No,165.5,121,324,154,63
1689,No,Air Miles,Postcard,High,1,No,Medium,2,1,3,No,1297.75,1014,877,1645,1655
1690,No,Cash Back,Postcard,Low,1,No,Low,1,1,3,Yes,1381.5,878,1383,1930,1335
1691,No,Cash Back,Letter,Low,1,No,Low,2,1,5,Yes,802.5,835,901,640,834
1692,No,Air Miles,Letter,High,2,No,Medium,2,2,1,No,759,967,573,676,820
1693,No,Points,Postcard,Low,1,No,Low,1,2,4,Yes,908.25,1747,1105,711,70
1694,No,Cash Back,Letter,Medium,1,No,Low,1,1,5,No,926.75,213,828,2000,666
1695,No,Points,Letter,Low,2,Yes,Medium,1,1,2,Yes,1042.75,1758,1265,775,373
1696,No,Cash Back,Letter,Low,1,No,Medium,2,1,6,No,993,45,1417,1471,1039
1697,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,1227.25,904,1276,991,1738
1698,No,Cash Back,Letter,High,2,No,Low,2,1,5,Yes,1204.75,911,1462,1902,544
1699,No,Cash Back,Postcard,Low,1,Yes,High,2,1,5,Yes,709.25,820,847,598,572
1700,No,Air Miles,Postcard,High,2,No,Medium,1,2,2,Yes,1025.75,712,687,1257,1447
1701,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,3,No,947.5,1526,1461,691,112
1702,No,Cash Back,Postcard,Low,3,No,High,2,1,3,Yes,97.5,70,213,26,81
1703,No,Points,Postcard,Medium,3,No,Low,3,1,4,Yes,988.75,860,555,948,1592
